CustomerID,recency,frequency,monetary,R-Score,F-Score,M-Score,RFM_Score,Segment,Cluster,Cluster_Name,Churn_Risk
15554,278,1,217.2,2,1,1,4,Lost,0,Churned,0.37533875338753386
15555,12,36,11243.91,5,5,5,15,Champions,2,High Value,0.014905149051490514
15556,24,1,279.77,4,1,1,6,At Risk,1,Active Regular,0.03116531165311653
15557,29,1,468.91,4,1,2,7,At Risk,1,Active Regular,0.037940379403794036
15558,639,1,202.68,1,1,1,3,Lost,0,Churned,0.8644986449864499
15559,568,1,1109.4,1,1,3,5,Lost,0,Churned,0.7682926829268293
15560,398,2,153.52,2,2,1,5,Lost,0,Churned,0.537940379403794
15561,12,8,1934.3899999999999,5,4,4,13,Champions,1,Active Regular,0.014905149051490514
15562,352,3,671.4300000000001,2,3,3,8,At Risk,0,Churned,0.47560975609756095
15563,22,7,2859.46,4,4,4,12,Champions,1,Active Regular,0.028455284552845527
15564,463,2,70.74000000000001,1,2,1,4,Lost,0,Churned,0.6260162601626016
15565,50,2,173.16000000000003,4,2,1,7,At Risk,1,Active Regular,0.06639566395663957
15566,393,2,227.87,2,2,1,5,Lost,0,Churned,0.5311653116531165
15567,19,1,186.01,5,1,1,7,At Risk,1,Active Regular,0.024390243902439025
15568,3,3,758.29,5,3,3,11,Loyal,1,Active Regular,0.0027100271002710027
15569,104,10,3583.45,3,5,5,13,Champions,1,Active Regular,0.13956639566395665
15570,7,25,8736.49,5,5,5,15,Champions,2,High Value,0.008130081300813009
15571,12,14,3892.35,5,5,5,15,Champions,1,Active Regular,0.014905149051490514
15572,5,10,3965.2,5,5,5,15,Champions,1,Active Regular,0.005420054200542005
15573,32,5,1188.42,4,4,3,11,Loyal,1,Active Regular,0.04200542005420054
15574,178,6,1101.44,3,4,3,10,Loyal,1,Active Regular,0.23983739837398374
15575,620,1,30.1,1,1,1,3,Lost,0,Churned,0.8387533875338753
15576,38,1,921.37,4,1,3,8,At Risk,1,Active Regular,0.05013550135501355
15577,151,5,396.03,3,4,2,9,Loyal,1,Active Regular,0.2032520325203252
15578,162,1,127.1,3,1,1,5,Lost,1,Active Regular,0.2181571815718157
15579,69,5,1250.63,3,4,4,11,Loyal,1,Active Regular,0.0921409214092141
15580,377,8,1375.39,2,4,4,10,Loyal,0,Churned,0.5094850948509485
15581,121,38,7480.4,3,5,5,13,Champions,2,High Value,0.16260162601626016
15582,25,3,682.9100000000001,4,3,3,10,Loyal,1,Active Regular,0.032520325203252036
15583,376,1,95.96,2,1,1,4,Lost,0,Churned,0.508130081300813
15584,24,6,1268.2,4,4,4,12,Champions,1,Active Regular,0.03116531165311653
15585,177,1,455.3,3,1,2,6,At Risk,1,Active Regular,0.23848238482384823
15586,593,3,1139.1000000000001,1,3,3,7,At Risk,0,Churned,0.8021680216802168
15587,50,7,1522.08,4,4,4,12,Champions,1,Active Regular,0.06639566395663957
15588,678,1,579.6,1,1,2,4,Lost,0,Churned,0.9173441734417345
15589,256,3,478.53,2,3,2,7,At Risk,0,Churned,0.34552845528455284
15590,382,5,1496.6,2,4,4,10,Loyal,0,Churned,0.516260162601626
15591,583,3,217.9,1,3,1,5,Lost,0,Churned,0.7886178861788617
15592,47,1,388.58,4,1,2,7,At Risk,1,Active Regular,0.06233062330623306
15593,71,1,199.8,3,1,1,5,Lost,1,Active Regular,0.0948509485094851
15594,16,5,1771.78,5,4,4,13,Champions,1,Active Regular,0.02032520325203252
15595,488,1,357.59999999999997,1,1,2,4,Lost,0,Churned,0.6598915989159891
15596,101,9,2727.72,3,5,4,12,Champions,1,Active Regular,0.13550135501355012
15597,35,2,563.37,4,2,2,8,At Risk,1,Active Regular,0.04607046070460705
15598,53,2,548.02,4,2,2,8,At Risk,1,Active Regular,0.07046070460704607
15599,27,3,1250.06,4,3,4,11,Loyal,1,Active Regular,0.03523035230352303
15600,428,4,1199.31,1,3,3,7,At Risk,0,Churned,0.5785907859078591
15601,11,30,14191.74,5,5,5,15,Champions,2,High Value,0.013550135501355014
15602,8,16,3137.96,5,5,5,15,Champions,1,Active Regular,0.009485094850948509
15603,79,2,88.48,3,2,1,6,At Risk,1,Active Regular,0.10569105691056911
15604,52,1,216.39000000000001,4,1,1,6,At Risk,1,Active Regular,0.06910569105691057
15605,36,9,1741.95,4,5,4,13,Champions,1,Active Regular,0.04742547425474255
15606,61,17,5230.99,3,5,5,13,Champions,1,Active Regular,0.08130081300813008
15607,337,9,1708.97,2,5,4,11,Loyal,0,Churned,0.45528455284552843
15608,28,5,1785.98,4,4,4,12,Champions,1,Active Regular,0.036585365853658534
15609,184,1,298.48,3,1,2,6,At Risk,1,Active Regular,0.24796747967479674
15610,52,1,112.46000000000001,4,1,1,6,At Risk,1,Active Regular,0.06910569105691057
15611,10,26,2997.28,5,5,5,15,Champions,1,Active Regular,0.012195121951219513
15612,36,2,195.15,4,2,1,7,At Risk,1,Active Regular,0.04742547425474255
15613,610,1,433.71999999999997,1,1,2,4,Lost,0,Churned,0.8252032520325203
15614,438,4,3147.36,1,3,5,9,Loyal,0,Churned,0.592140921409214
15615,10,47,21373.97,5,5,5,15,Champions,2,High Value,0.012195121951219513
15616,438,1,317.11,1,1,2,4,Lost,0,Churned,0.592140921409214
15617,396,3,828.5500000000001,2,3,3,8,At Risk,0,Churned,0.535230352303523
15618,33,4,776.851,4,3,3,10,Loyal,1,Active Regular,0.04336043360433604
15619,11,1,336.4,5,1,2,8,At Risk,1,Active Regular,0.013550135501355014
15620,57,4,1942.36,4,3,4,11,Loyal,1,Active Regular,0.07588075880758807
15621,4,4,1293.03,5,3,4,12,Champions,1,Active Regular,0.0040650406504065045
15622,43,17,7852.610000000001,4,5,5,14,Champions,1,Active Regular,0.056910569105691054
15623,141,8,2437.05,3,4,4,11,Loyal,1,Active Regular,0.1897018970189702
15624,117,4,588.13,3,3,2,8,At Risk,1,Active Regular,0.15718157181571815
15625,104,9,3236.4,3,5,5,13,Champions,1,Active Regular,0.13956639566395665
15626,75,3,1067.52,3,3,3,9,Loyal,1,Active Regular,0.1002710027100271
15627,457,2,566.9,1,2,2,5,Lost,0,Churned,0.6178861788617886
15628,5,17,5333.08,5,5,5,15,Champions,1,Active Regular,0.005420054200542005
15629,450,4,2240.9,1,3,4,8,At Risk,0,Churned,0.6084010840108401
15630,45,3,1481.4,4,3,4,11,Loyal,1,Active Regular,0.05962059620596206
15631,642,1,596.67,1,1,2,4,Lost,0,Churned,0.8685636856368564
15632,16,8,3285.31,5,4,5,14,Champions,1,Active Regular,0.02032520325203252
15633,509,13,4335.96,1,5,5,11,Loyal,0,Churned,0.6883468834688347
15634,17,2,554.65,5,2,2,9,Loyal,1,Active Regular,0.02168021680216802
15635,396,1,100.35,2,1,1,4,Lost,0,Churned,0.535230352303523
15636,90,4,1444.58,3,3,4,10,Loyal,1,Active Regular,0.12059620596205962
15637,53,5,797.59,4,4,3,11,Loyal,1,Active Regular,0.07046070460704607
15638,379,6,2265.2,2,4,4,10,Loyal,0,Churned,0.5121951219512195
15639,134,3,1065.08,3,3,3,9,Loyal,1,Active Regular,0.1802168021680217
15640,4,29,23494.31,5,5,5,15,Champions,2,High Value,0.0040650406504065045
15641,105,12,5345.55,3,5,5,13,Champions,1,Active Regular,0.14092140921409213
15642,730,1,105.78,1,1,1,3,Lost,0,Churned,0.9878048780487805
15643,192,3,664.0,2,3,3,8,At Risk,1,Active Regular,0.2588075880758808
15644,166,4,803.54,3,3,3,9,Loyal,1,Active Regular,0.22357723577235772
15645,19,3,1055.17,5,3,3,11,Loyal,1,Active Regular,0.024390243902439025
15646,158,5,784.8100000000001,3,4,3,10,Loyal,1,Active Regular,0.2127371273712737
15647,415,1,169.0,1,1,1,3,Lost,0,Churned,0.5609756097560976
15648,204,2,639.5,2,2,3,7,At Risk,1,Active Regular,0.2750677506775068
15649,336,4,1660.35,2,3,4,9,Loyal,0,Churned,0.453929539295393
15650,522,2,553.88,1,2,2,5,Lost,0,Churned,0.7059620596205962
15651,37,5,1259.06,4,4,4,12,Champions,1,Active Regular,0.04878048780487805
15652,91,5,1405.94,3,4,4,11,Loyal,1,Active Regular,0.12195121951219512
15653,93,2,877.44,3,2,3,8,At Risk,1,Active Regular,0.12466124661246612
15654,9,2,922.53,5,2,3,10,Loyal,1,Active Regular,0.01084010840108401
15655,243,1,560.6700000000001,2,1,2,5,Lost,0,Churned,0.32791327913279134
15656,45,4,748.5,4,3,3,10,Loyal,1,Active Regular,0.05962059620596206
15657,23,1,30.0,4,1,1,6,At Risk,1,Active Regular,0.02981029810298103
15658,190,8,2117.27,2,4,4,10,Loyal,1,Active Regular,0.25609756097560976
15659,44,3,532.49,4,3,2,9,Loyal,1,Active Regular,0.058265582655826556
15660,25,15,2603.69,4,5,4,13,Champions,1,Active Regular,0.032520325203252036
15661,317,8,1215.95,2,4,3,9,Loyal,0,Churned,0.4281842818428184
15662,661,2,283.73,1,2,1,4,Lost,0,Churned,0.8943089430894309
15663,106,1,138.14,3,1,1,5,Lost,1,Active Regular,0.14227642276422764
15664,51,4,1254.03,4,3,4,11,Loyal,1,Active Regular,0.06775067750677506
15665,168,5,3987.07,3,4,5,12,Champions,1,Active Regular,0.22628726287262874
15666,472,2,632.94,1,2,3,6,At Risk,0,Churned,0.6382113821138211
15667,40,1,301.32000000000005,4,1,2,7,At Risk,1,Active Regular,0.052845528455284556
15668,218,1,76.32000000000001,2,1,1,4,Lost,1,Active Regular,0.2940379403794038
15669,40,4,684.34,4,3,3,10,Loyal,1,Active Regular,0.052845528455284556
15670,297,2,325.2,2,2,2,6,At Risk,0,Churned,0.4010840108401084
15671,19,7,2657.13,5,4,4,13,Champions,1,Active Regular,0.024390243902439025
15672,725,1,45.300000000000004,1,1,1,3,Lost,0,Churned,0.981029810298103
15673,88,9,6204.32,3,5,5,13,Champions,1,Active Regular,0.11788617886178862
15674,73,13,6948.2300000000005,3,5,5,13,Champions,1,Active Regular,0.0975609756097561
15675,81,4,542.04,3,3,2,8,At Risk,1,Active Regular,0.10840108401084012
15676,19,3,3435.76,5,3,5,13,Champions,1,Active Regular,0.024390243902439025
15677,49,3,1305.6299999999999,4,3,4,11,Loyal,1,Active Regular,0.06504065040650407
15678,53,3,1825.94,4,3,4,11,Loyal,1,Active Regular,0.07046070460704607
15679,24,4,781.28,4,3,3,10,Loyal,1,Active Regular,0.03116531165311653
15680,9,10,4028.69,5,5,5,15,Champions,1,Active Regular,0.01084010840108401
15681,25,14,2989.7000000000003,4,5,5,14,Champions,1,Active Regular,0.032520325203252036
15682,599,2,318.24,1,2,2,5,Lost,0,Churned,0.8102981029810298
15683,117,2,524.54,3,2,2,7,At Risk,1,Active Regular,0.15718157181571815
15684,547,3,173.95,1,3,1,5,Lost,0,Churned,0.7398373983739838
15685,450,1,55.980000000000004,1,1,1,3,Lost,0,Churned,0.6084010840108401
15686,420,1,90.0,1,1,1,3,Lost,0,Churned,0.5677506775067751
15687,9,9,2993.1,5,5,5,15,Champions,1,Active Regular,0.01084010840108401
15688,419,1,190.57,1,1,1,3,Lost,0,Churned,0.5663956639566395
15689,120,3,521.03,3,3,2,8,At Risk,1,Active Regular,0.16124661246612465
15690,4,2,239.76,5,2,1,8,At Risk,1,Active Regular,0.0040650406504065045
15691,252,4,571.3,2,3,2,7,At Risk,1,Active Regular,0.34010840108401086
15692,28,1,191.04,4,1,1,6,At Risk,1,Active Regular,0.036585365853658534
15693,659,1,37.5,1,1,1,3,Lost,0,Churned,0.8915989159891599
15694,1,24,9978.48,5,5,5,15,Champions,2,High Value,0.0
15695,267,4,1131.04,2,3,3,8,At Risk,1,Active Regular,0.3604336043360434
15696,33,13,3881.2200000000003,4,5,5,14,Champions,1,Active Regular,0.04336043360433604
15697,690,1,246.75,1,1,1,3,Lost,0,Churned,0.9336043360433605
15698,624,1,46.2,1,1,1,3,Lost,0,Churned,0.8441734417344173
15699,18,1,309.65,5,1,2,8,At Risk,1,Active Regular,0.023035230352303523
15700,172,2,696.68,3,2,3,8,At Risk,1,Active Regular,0.23170731707317074
15701,2,4,1529.0,5,3,4,12,Champions,1,Active Regular,0.0013550135501355014
15702,476,2,140.39,1,2,1,4,Lost,0,Churned,0.6436314363143631
15703,265,1,211.5,2,1,1,4,Lost,0,Churned,0.35772357723577236
15704,140,6,3734.6600000000003,3,4,5,12,Champions,1,Active Regular,0.18834688346883469
15705,201,1,143.1,2,1,1,4,Lost,1,Active Regular,0.27100271002710025
15706,64,4,1060.56,3,3,3,9,Loyal,1,Active Regular,0.08536585365853659
15707,35,4,916.98,4,3,3,10,Loyal,1,Active Regular,0.04607046070460705
15708,41,9,3887.15,4,5,5,14,Champions,1,Active Regular,0.05420054200542006
15709,284,2,327.85,2,2,2,6,At Risk,0,Churned,0.38346883468834686
15710,417,1,898.87,1,1,3,5,Lost,0,Churned,0.5636856368563685
15711,557,2,420.25,1,2,2,5,Lost,0,Churned,0.7533875338753387
15712,9,12,3472.41,5,5,5,15,Champions,1,Active Regular,0.01084010840108401
15713,143,4,839.64,3,3,3,9,Loyal,1,Active Regular,0.19241192411924118
15714,12,5,783.96,5,4,3,12,Champions,1,Active Regular,0.014905149051490514
15715,556,5,658.02,1,4,3,8,At Risk,0,Churned,0.7520325203252033
15716,146,11,2485.26,3,5,4,12,Champions,1,Active Regular,0.19647696476964768
15717,234,5,607.0,2,4,2,8,At Risk,1,Active Regular,0.3157181571815718
15718,540,1,293.79,1,1,2,4,Lost,0,Churned,0.7303523035230353
15719,33,31,10195.97,4,5,5,14,Champions,2,High Value,0.04336043360433604
15720,24,2,739.22,4,2,3,9,Loyal,1,Active Regular,0.03116531165311653
15721,12,1,471.40000000000003,5,1,2,8,At Risk,1,Active Regular,0.014905149051490514
15722,36,11,5234.0,4,5,5,14,Champions,1,Active Regular,0.04742547425474255
15723,365,4,930.7,2,3,3,8,At Risk,0,Churned,0.4932249322493225
15724,201,3,310.85,2,3,2,7,At Risk,1,Active Regular,0.27100271002710025
15725,15,1,415.25,5,1,2,8,At Risk,1,Active Regular,0.018970189701897018
15726,390,1,321.91,2,1,2,5,Lost,0,Churned,0.5271002710027101
15727,17,15,9371.71,5,5,5,15,Champions,1,Active Regular,0.02168021680216802
15728,380,2,544.6,2,2,2,6,At Risk,0,Churned,0.513550135501355
15729,213,3,192.55,2,3,1,6,At Risk,1,Active Regular,0.2872628726287263
15730,66,5,1726.58,3,4,4,11,Loyal,1,Active Regular,0.08807588075880758
15731,554,1,125.3,1,1,1,3,Lost,0,Churned,0.7493224932249323
15732,212,10,1543.97,2,5,4,11,Loyal,1,Active Regular,0.2859078590785908
15733,283,1,162.3,2,1,1,4,Lost,0,Churned,0.3821138211382114
15734,115,4,2263.3,3,3,4,10,Loyal,1,Active Regular,0.15447154471544716
15735,421,1,327.68,1,1,2,4,Lost,0,Churned,0.5691056910569106
15736,435,2,1767.1200000000001,1,2,4,7,At Risk,0,Churned,0.5880758807588076
15737,15,8,1188.1200000000001,5,4,3,12,Champions,1,Active Regular,0.018970189701897018
15738,19,41,13043.32,5,5,5,15,Champions,2,High Value,0.024390243902439025
15739,66,1,449.12,3,1,2,6,At Risk,1,Active Regular,0.08807588075880758
15740,49,1,154.88,4,1,1,6,At Risk,1,Active Regular,0.06504065040650407
15741,458,2,208.62,1,2,1,4,Lost,0,Churned,0.6192411924119241
15742,619,1,156.87,1,1,1,3,Lost,0,Churned,0.8373983739837398
15743,16,4,775.96,5,3,3,11,Loyal,1,Active Regular,0.02032520325203252
15744,78,1,34.8,3,1,1,5,Lost,1,Active Regular,0.1043360433604336
15745,19,4,1094.5900000000001,5,3,3,11,Loyal,1,Active Regular,0.024390243902439025
15746,134,1,196.88,3,1,1,5,Lost,1,Active Regular,0.1802168021680217
15747,13,9,2499.81,5,5,4,14,Champions,1,Active Regular,0.016260162601626018
15748,40,3,609.81,4,3,3,10,Loyal,1,Active Regular,0.052845528455284556
15749,235,3,44534.3,2,3,5,10,Loyal,2,High Value,0.3170731707317073
15750,3,18,6452.991,5,5,5,15,Champions,1,Active Regular,0.0027100271002710027
15751,461,11,1380.44,1,5,4,10,Loyal,0,Churned,0.6233062330623306
15752,40,9,3924.91,4,5,5,14,Champions,1,Active Regular,0.052845528455284556
15753,305,1,79.2,2,1,1,4,Lost,0,Churned,0.41192411924119243
15754,51,9,3037.61,4,5,5,14,Champions,1,Active Regular,0.06775067750677506
15755,10,17,5993.12,5,5,5,15,Champions,1,Active Regular,0.012195121951219513
15756,61,4,528.01,3,3,2,8,At Risk,1,Active Regular,0.08130081300813008
15757,66,6,2940.36,3,4,5,12,Champions,1,Active Regular,0.08807588075880758
15758,25,1,205.25,4,1,1,6,At Risk,1,Active Regular,0.032520325203252036
15759,218,7,830.9300000000001,2,4,3,9,Loyal,1,Active Regular,0.2940379403794038
15760,631,2,13916.34,1,2,5,8,At Risk,0,Churned,0.8536585365853658
15761,443,1,143.05,1,1,1,3,Lost,0,Churned,0.5989159891598916
15762,65,2,583.75,3,2,2,7,At Risk,1,Active Regular,0.08672086720867209
15763,32,2,1086.92,4,2,3,9,Loyal,1,Active Regular,0.04200542005420054
15764,88,8,4503.08,3,4,5,12,Champions,1,Active Regular,0.11788617886178862
15765,667,1,370.63,1,1,2,4,Lost,0,Churned,0.9024390243902439
15766,64,3,831.0600000000001,3,3,3,9,Loyal,1,Active Regular,0.08536585365853659
15768,116,34,15308.89,3,5,5,13,Champions,2,High Value,0.15582655826558264
15769,7,46,88612.52,5,5,5,15,Champions,2,High Value,0.008130081300813009
15770,613,1,321.45,1,1,2,4,Lost,0,Churned,0.8292682926829268
15771,604,3,1006.54,1,3,3,7,At Risk,0,Churned,0.8170731707317073
15772,418,1,280.88,1,1,1,3,Lost,0,Churned,0.5650406504065041
15773,6,2,774.52,5,2,3,10,Loyal,1,Active Regular,0.006775067750677507
15774,69,6,1288.34,3,4,4,11,Loyal,1,Active Regular,0.0921409214092141
15775,245,2,150.5,2,2,1,5,Lost,1,Active Regular,0.33062330623306235
15776,133,1,241.62,3,1,1,5,Lost,1,Active Regular,0.17886178861788618
15777,241,7,1762.6100000000001,2,4,4,10,Loyal,1,Active Regular,0.3252032520325203
15778,431,1,307.95000000000005,1,1,2,4,Lost,0,Churned,0.5826558265582655
15779,463,2,124.08000000000001,1,2,1,4,Lost,0,Churned,0.6260162601626016
15780,184,3,475.28000000000003,3,3,2,8,At Risk,1,Active Regular,0.24796747967479674
15781,25,3,345.46000000000004,4,3,2,9,Loyal,1,Active Regular,0.032520325203252036
15782,10,4,4014.1,5,3,5,13,Champions,1,Active Regular,0.012195121951219513
15783,11,1,246.3,5,1,1,7,At Risk,1,Active Regular,0.013550135501355014
15784,468,2,848.33,1,2,3,6,At Risk,0,Churned,0.6327913279132791
15785,33,16,5969.93,4,5,5,14,Champions,1,Active Regular,0.04336043360433604
15786,46,5,8501.62,4,4,5,13,Champions,1,Active Regular,0.06097560975609756
15787,26,3,933.26,4,3,3,10,Loyal,1,Active Regular,0.03387533875338753
15788,509,1,221.83,1,1,1,3,Lost,0,Churned,0.6883468834688347
15789,358,6,1962.01,2,4,4,10,Loyal,0,Churned,0.483739837398374
15790,10,1,218.75,5,1,1,7,At Risk,1,Active Regular,0.012195121951219513
15791,44,5,3608.34,4,4,5,13,Champions,1,Active Regular,0.058265582655826556
15792,400,2,933.84,2,2,3,7,At Risk,0,Churned,0.540650406504065
15793,15,8,2399.57,5,4,4,13,Champions,1,Active Regular,0.018970189701897018
15794,736,2,777.0,1,2,3,6,At Risk,0,Churned,0.9959349593495935
15795,150,8,1979.8700000000001,3,4,4,11,Loyal,1,Active Regular,0.2018970189701897
15796,1,17,5171.63,5,5,5,15,Champions,1,Active Regular,0.0
15797,113,6,2821.08,3,4,4,11,Loyal,1,Active Regular,0.15176151761517614
15798,493,3,1535.37,1,3,4,8,At Risk,0,Churned,0.6666666666666666
15799,76,4,1421.34,3,3,4,10,Loyal,1,Active Regular,0.1016260162601626
15800,107,7,1227.07,3,4,4,11,Loyal,1,Active Regular,0.14363143631436315
15801,46,3,1063.95,4,3,3,10,Loyal,1,Active Regular,0.06097560975609756
15802,143,1,451.42,3,1,2,6,At Risk,1,Active Regular,0.19241192411924118
15803,51,4,1929.66,4,3,4,11,Loyal,1,Active Regular,0.06775067750677506
15804,1,13,4206.39,5,5,5,15,Champions,1,Active Regular,0.0
15805,23,30,10148.93,4,5,5,14,Champions,2,High Value,0.02981029810298103
15806,46,3,784.58,4,3,3,10,Loyal,1,Active Regular,0.06097560975609756
15807,50,5,1817.52,4,4,4,12,Champions,1,Active Regular,0.06639566395663957
15808,306,21,17180.25,2,5,5,12,Champions,2,High Value,0.4132791327913279
15809,36,7,1274.44,4,4,4,12,Champions,1,Active Regular,0.04742547425474255
15810,79,8,2999.04,3,4,5,12,Champions,1,Active Regular,0.10569105691056911
15811,22,7,3486.15,4,4,5,13,Champions,1,Active Regular,0.028455284552845527
15812,107,12,5201.47,3,5,5,13,Champions,1,Active Regular,0.14363143631436315
15813,208,2,1303.9099999999999,2,2,4,8,At Risk,1,Active Regular,0.2804878048780488
15814,17,6,2634.44,5,4,4,13,Champions,1,Active Regular,0.02168021680216802
15815,64,5,2100.6,3,4,4,11,Loyal,1,Active Regular,0.08536585365853659
15816,542,2,144.15,1,2,1,4,Lost,0,Churned,0.7330623306233063
15817,421,3,2766.4,1,3,4,8,At Risk,0,Churned,0.5691056910569106
15818,588,1,340.5,1,1,2,4,Lost,0,Churned,0.7953929539295393
15819,49,10,3934.79,4,5,5,14,Champions,1,Active Regular,0.06504065040650407
15820,320,1,206.98,2,1,1,4,Lost,0,Churned,0.43224932249322495
15821,44,2,570.96,4,2,2,8,At Risk,1,Active Regular,0.058265582655826556
15822,3,6,1840.06,5,4,4,13,Champions,1,Active Regular,0.0027100271002710027
15823,372,3,3882.17,2,3,5,10,Loyal,0,Churned,0.502710027100271
15824,453,2,890.94,1,2,3,6,At Risk,0,Churned,0.6124661246612466
15825,172,1,532.94,3,1,2,6,At Risk,1,Active Regular,0.23170731707317074
15826,56,4,2598.28,4,3,4,11,Loyal,1,Active Regular,0.07452574525745258
15827,73,28,3603.14,3,5,5,13,Champions,2,High Value,0.0975609756097561
15828,375,1,1108.82,2,1,3,6,At Risk,0,Churned,0.5067750677506775
15829,99,2,636.14,3,2,3,8,At Risk,1,Active Regular,0.13279132791327913
15830,38,1,576.0,4,1,2,7,At Risk,1,Active Regular,0.05013550135501355
15831,58,3,794.64,4,3,3,10,Loyal,1,Active Regular,0.07723577235772358
15832,254,1,836.79,2,1,3,6,At Risk,0,Churned,0.3428184281842818
15833,738,1,80.4,1,1,1,3,Lost,0,Churned,0.9986449864498645
15834,70,7,3764.39,3,4,5,12,Champions,1,Active Regular,0.09349593495934959
15835,44,4,954.09,4,3,3,10,Loyal,1,Active Regular,0.058265582655826556
15836,50,1,137.37,4,1,1,6,At Risk,1,Active Regular,0.06639566395663957
15837,65,2,777.01,3,2,3,8,At Risk,1,Active Regular,0.08672086720867209
15838,11,34,73205.5,5,5,5,15,Champions,2,High Value,0.013550135501355014
15839,33,3,1048.49,4,3,3,10,Loyal,1,Active Regular,0.04336043360433604
15840,59,2,355.56,4,2,2,8,At Risk,1,Active Regular,0.07859078590785908
15841,73,9,2742.41,3,5,4,12,Champions,1,Active Regular,0.0975609756097561
15842,393,2,548.8000000000001,2,2,2,6,At Risk,0,Churned,0.5311653116531165
15843,304,1,118.95,2,1,1,4,Lost,0,Churned,0.4105691056910569
15844,46,1,130.73999999999998,4,1,1,6,At Risk,1,Active Regular,0.06097560975609756
15845,18,11,4426.28,5,5,5,15,Champions,1,Active Regular,0.023035230352303523
15846,385,1,107.01,2,1,1,4,Lost,0,Churned,0.5203252032520326
15847,38,5,822.57,4,4,3,11,Loyal,1,Active Regular,0.05013550135501355
15848,622,1,137.99,1,1,1,3,Lost,0,Churned,0.8414634146341463
15850,19,6,1006.75,5,4,3,12,Champions,1,Active Regular,0.024390243902439025
15851,527,1,109.73,1,1,1,3,Lost,0,Churned,0.7127371273712737
15852,187,3,257.26,3,3,1,7,At Risk,1,Active Regular,0.25203252032520324
15853,52,1,110.8,4,1,1,6,At Risk,1,Active Regular,0.06910569105691057
15854,4,21,5578.28,5,5,5,15,Champions,1,Active Regular,0.0040650406504065045
15855,137,6,1052.72,3,4,3,10,Loyal,1,Active Regular,0.1842818428184282
15856,4,52,32275.95,5,5,5,15,Champions,2,High Value,0.0040650406504065045
15857,19,2,570.48,5,2,2,9,Loyal,1,Active Regular,0.024390243902439025
15858,16,13,3552.41,5,5,5,15,Champions,1,Active Regular,0.02032520325203252
15859,432,1,438.46,1,1,2,4,Lost,0,Churned,0.5840108401084011
15860,41,17,2361.3,4,5,4,13,Champions,1,Active Regular,0.05420054200542006
15861,12,12,4369.2,5,5,5,15,Champions,1,Active Regular,0.014905149051490514
15862,8,13,2512.29,5,5,4,14,Champions,1,Active Regular,0.009485094850948509
15863,26,5,355.1,4,4,2,10,Loyal,1,Active Regular,0.03387533875338753
15864,22,7,2180.76,4,4,4,12,Champions,1,Active Regular,0.028455284552845527
15865,41,5,2241.42,4,4,4,12,Champions,1,Active Regular,0.05420054200542006
15866,101,1,211.89,3,1,1,5,Lost,1,Active Regular,0.13550135501355012
15867,5,31,8923.3,5,5,5,15,Champions,2,High Value,0.005420054200542005
15868,583,1,94.53,1,1,1,3,Lost,0,Churned,0.7886178861788617
15869,277,3,321.11,2,3,2,7,At Risk,0,Churned,0.37398373983739835
15870,33,4,857.46,4,3,3,10,Loyal,1,Active Regular,0.04336043360433604
15871,437,1,33.099999999999994,1,1,1,3,Lost,0,Churned,0.5907859078590786
15872,15,4,729.25,5,3,3,11,Loyal,1,Active Regular,0.018970189701897018
15873,500,4,313.91999999999996,1,3,2,6,At Risk,0,Churned,0.6761517615176151
15874,64,21,11284.76,3,5,5,13,Champions,2,High Value,0.08536585365853659
15875,646,1,108.52,1,1,1,3,Lost,0,Churned,0.8739837398373984
15876,409,2,1449.14,2,2,4,8,At Risk,0,Churned,0.5528455284552846
15877,2,2,490.33,5,2,2,9,Loyal,1,Active Regular,0.0013550135501355014
15878,562,2,330.77,1,2,2,5,Lost,0,Churned,0.7601626016260162
15879,404,4,1137.8,2,3,3,8,At Risk,0,Churned,0.5460704607046071
15880,369,1,329.03,2,1,2,5,Lost,0,Churned,0.4986449864498645
15881,312,5,501.39,2,4,2,8,At Risk,0,Churned,0.42140921409214094
15882,199,8,1124.66,2,4,3,9,Loyal,1,Active Regular,0.2682926829268293
15883,2,2,396.48,5,2,2,9,Loyal,1,Active Regular,0.0013550135501355014
15884,432,2,244.60000000000002,1,2,1,4,Lost,0,Churned,0.5840108401084011
15885,93,15,1951.82,3,5,4,12,Champions,1,Active Regular,0.12466124661246612
15886,60,4,1052.8700000000001,3,3,3,9,Loyal,1,Active Regular,0.07994579945799458
15887,407,3,1027.15,2,3,3,8,At Risk,0,Churned,0.5501355013550135
15888,81,3,429.16,3,3,2,8,At Risk,1,Active Regular,0.10840108401084012
15889,157,8,1427.6,3,4,4,11,Loyal,1,Active Regular,0.21138211382113822
15890,395,5,535.65,2,4,2,8,At Risk,0,Churned,0.5338753387533876
15891,227,1,511.68,2,1,2,5,Lost,1,Active Regular,0.3062330623306233
15892,669,1,128.2,1,1,1,3,Lost,0,Churned,0.9051490514905149
15893,482,1,305.28000000000003,1,1,2,4,Lost,0,Churned,0.6517615176151762
15894,253,2,258.25,2,2,1,5,Lost,0,Churned,0.34146341463414637
15895,150,1,179.17,3,1,1,5,Lost,1,Active Regular,0.2018970189701897
15897,194,2,208.59,2,2,1,5,Lost,1,Active Regular,0.26151761517615174
15898,1,25,4996.45,5,5,5,15,Champions,2,High Value,0.0
15899,369,1,56.25,2,1,1,4,Lost,0,Churned,0.4986449864498645
